,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
11182,R820,57.369,Baily with Steel Deck,LRP057a,JAHANABAD BAILEY WITH STEEL DECK,27.2,B,107944,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,57.369,3.5,1991.0,1.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.535061399999996,90.18317473,interpolate,,R820-8,Fultala(Int.with Z8205)-Srinagar (Int.with N8)
11183,R820,58.403,Baily with Steel Deck,LRP058b,BAGRA BAILEY WITH STEEL DECK,18.5,B,107948,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,58.403,3.4,1987.0,1.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.53138816,90.19189753,interpolate,,R820-8,Fultala(Int.with Z8205)-Srinagar (Int.with N8)
11184,R850,10.229,Box Culvert,LRP010a,Sluice gate,4.0,B,107886,Tekerhat-Gopalganj (Haridashpur Bridge)-Mollahhat (Gonapara) Road,10.229,9.4,1978.0,2.0,Gopalganj,Gopalganj,Gopalganj,Gopalganj,23.18184071,89.95237238,interpolate,,R850-1,Takerhat-Gaindhasur (int.with Z8412)
11185,R850,13.16,Box Culvert,LRP013a,Sluice gate,10.28,B,107900,Tekerhat-Gopalganj (Haridashpur Bridge)-Mollahhat (Gonapara) Road,13.16,10.14,1978.0,4.0,Gopalganj,Gopalganj,Gopalganj,Gopalganj,23.1587787,89.93888905,interpolate,,R850-1,Takerhat-Gaindhasur (int.with Z8412)
11186,R850,18.933,Box Culvert,LRP019a,Sluice gate,14.55,B,107906,Tekerhat-Gopalganj (Haridashpur Bridge)-Mollahhat (Gonapara) Road,18.933,10.0,1978.0,6.0,Gopalganj,Gopalganj,Gopalganj,Gopalganj,23.11974826,89.90426144,interpolate,,R850-1,Takerhat-Gaindhasur (int.with Z8412)
11187,R860,0.036000000000000004,Box Culvert,LRPSa,.,6.7,B,108296,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,0.036000000000000004,9.5,1994.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.15438057,90.13943579,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11188,R860,2.119,RCC Bridge,LRP002a,.,20.5,B,108303,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,2.119,7.07,1994.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.1569867,90.15950603,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11189,R860,2.316,Box Culvert,LRP002c,.,2.1,B,108308,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,2.316,9.44,1997.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.15746304,90.16129667,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11190,R860,2.802,RCC Bridge,LRP003a,.,20.7,B,108309,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,2.802,7.0,1992.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.15860406,90.16586072,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11191,R860,2.9989999999999997,Box Culvert,LRP003c,.,3.6,B,108369,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,2.9989999999999997,9.48,1997.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.15908752,90.16758979,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11192,R860,4.021,RCC Bridge,LRP004a,.,11.6,B,108383,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,4.021,7.05,1994.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.16179362,90.17700097,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11193,R860,4.021,RCC Bridge,LRP004a,Noy Number Bridge,11.6,B,119030,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,4.021,,,,Gopalganj,Gopalganj,Madaripur,Madaripur,23.16179362,90.17700097,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11194,R860,5.952999999999999,RCC Girder Bridge,LRP006b,.,29.52,B,108399,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,5.952999999999999,7.8,1991.0,3.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.16716748,90.19442976,interpolate,,R860-1,Mostafapur-Iterpool (Int.with Z8603)
11195,R860,16.224,Baily with Steel Deck,LRP016b,.,31.2,B,108477,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,16.224,3.9,1992.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.17748343,90.28087705,interpolate,,R860-4,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861)
11196,R860,17.39,Baily with Steel Deck,LRP017d,.,31.15,B,108721,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,17.39,3.84,1996.0,1.0,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.17715285,90.29179351,interpolate,,R860-4,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861)
11197,R860,25.246,Box Culvert,LRP026b,.,12.4,B,108793,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,25.246,6.0,1996.0,2.0,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.18011139,90.35580329999999,interpolate,,R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601)
11198,R860,27.316999999999997,Baily with Steel Deck,LRP028g,.,15.25,B,109151,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,27.316999999999997,4.0,1992.0,1.0,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.17996055,90.37580345,interpolate,,R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601)
11199,R860,27.753,Baily with Steel Deck,LRP029b,.,12.25,B,109163,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,27.753,4.0,1993.0,1.0,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.17904635,90.37981771,interpolate,,R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601)
11200,R860,27.919,Baily with Steel Deck,LRP029d,.,16.4,B,109167,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,27.919,4.0,1994.0,1.0,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.17904564,90.38139521,interpolate,,R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601)
11201,R860,29.229,Box Culvert,LRP030c,.,6.3,B,109188,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,29.229,6.0,1994.0,1.0,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.18405048,90.39031805,interpolate,,R860-6,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403)
11202,R860,48.063,RCC Girder Bridge,LRP049c,Kasampur Bazar Bridge,38.1,B,119049,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,48.063,,,,Gopalganj,Gopalganj,Sariatpur,Sariatpur,23.19821932,90.51031696,interpolate,,R860-6,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403)
11203,R870,3.054,RCC Girder Bridge,LRP003a,,130.17,B,119064,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3.054,9.1,1985.0,5.0,Barisal,Barisal,Barisal,Barisal-1,22.669860399999997,90.3209993,interpolate,,R870-1,Rupatali bus stand - Satpakia (Int.with Z8709)
11204,R870,14.489,RCC Girder Bridge,LRP014b,Sutorlori bridge,45.1,B,120743,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,14.489,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.64292767,90.21778579,interpolate,,R870-2,"Satpakia, Int with Z8709 - Jhalokhati Bus stand"
11208,R870,33.897,Slab Culvert,LRP033a,.,7.05,B,105798,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,33.897,4.35,1986.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.54749868,90.12600187,interpolate,,R870-4,"(Int with Z8702) Rajapur - Int Z8705, Bhandaria"
11209,R870,56.669,Baily with Steel Deck,LRP055b,Chalnar Bridge,36.15,B,120836,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,56.669,,,,Barisal,Barisal,Pirojpur,Pirojpur,22.51890451,89.99472464,interpolate,,R870-7,Togra (Int.with Z7711)- Pirojpur Bus stand (Int R770)
11210,R880,34.797,Box Culvert,LRP034a,.,3.65,B,111267,Patuakhali-Amtali-Barguna-Kacchira Road,34.797,9.65,1996.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.15986222,90.19143636,interpolate,,R880-4,Amtali (Int with R880)-Barguna Bus Stand (Int with Z8810)
11211,R880,46.88399999999999,RCC Girder Bridge,LRP046b,Patuakhali bridge,27.5,B,119023,Patuakhali-Amtali-Barguna-Kacchira Road,46.88399999999999,,,,Barisal,Patuakhali,Barguna,Barguna,22.15768177,90.08807387,interpolate,,R880-5,Barguna Bus Stand (Int with Z8810)-Kakchira (End of road)
11212,R881,26.8,Box Culvert,LRP026a,.,1.82,B,105606,Amtali-Khepupara-Kuakata Road,26.8,7.5,1987.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,21.92781797,90.16000557,interpolate,,R881-1,Amtali (int.with R880)-Kuakata
11213,R890,0.177,RCC Bridge,LRPSa,.,14.03,B,105741,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,0.177,4.3,1953.0,3.0,Barisal,Barisal,Bhola,Bhola,22.7274577,90.63479129999999,interpolate,,R890-1,Paran Talukderhat-Guingerhat(int.with Z8916)
11214,R890,0.504,RCC Bridge,LRPSc,.,7.55,B,105742,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,0.504,4.6,1957.0,3.0,Barisal,Barisal,Bhola,Bhola,22.72475735,90.63560829,interpolate,,R890-1,Paran Talukderhat-Guingerhat(int.with Z8916)
11215,R890,4.277,RCC Bridge,LRP004a,.,12.5,B,105751,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,4.277,4.26,1953.0,3.0,Barisal,Barisal,Bhola,Bhola,22.69277171,90.64238409,interpolate,,R890-1,Paran Talukderhat-Guingerhat(int.with Z8916)
11219,R890,63.778,Box Culvert,LRP064a,.,5.05,B,107414,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,63.778,6.05,1987.0,1.0,Barisal,Barisal,Bhola,Charfession,22.26081805,90.72938512,interpolate,,R890-5,Lalmohon(int.with Z8913)-Char Fession (int.with Z8909)
11220,R890,64.48,Box Culvert,LRP064b,.,10.5,B,107417,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,64.48,7.2,1986.0,2.0,Barisal,Barisal,Bhola,Charfession,22.25917897,90.73589522,interpolate,,R890-5,Lalmohon(int.with Z8913)-Char Fession (int.with Z8909)
11221,R890,72.378,Box Culvert,LRP072a,.,3.7,B,107468,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,72.378,7.2,1990.0,1.0,Barisal,Barisal,Bhola,Charfession,22.19780882,90.75875733,interpolate,,R890-5,Lalmohon(int.with Z8913)-Char Fession (int.with Z8909)
11222,R890,86.15,Box Culvert,LRP086a,.,6.9,B,107492,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,86.15,7.2,1987.0,1.0,Barisal,Barisal,Bhola,Charfession,22.10692614,90.69540285,interpolate,,R890-6,"Char Fession (int.with Z8909)-Baburhat, Lunch Ghat"
11223,R890,91.15799999999999,Box Culvert,LRP091a,.,3.67,B,107519,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,91.15799999999999,7.18,1998.0,1.0,Barisal,Barisal,Bhola,Charfession,22.06917994,90.68776874,interpolate,,R890-6,"Char Fession (int.with Z8909)-Baburhat, Lunch Ghat"
11224,Z1001,1.4609999999999999,Box Culvert,LRP001a,LOADOKIER KONA BOX CULVERT,4.5,B,106360,Ramu-Naikhongchhari Road,1.4609999999999999,7.3,1987.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.44510847,92.10911134,interpolate,,Z1001-1,Ramu-Naikhongchhari
11225,Z1001,3.52,Box Culvert,LRP003b,KHARKOP BOX CULVERT,4.5,B,106385,Ramu-Naikhongchhari Road,3.52,7.4,1984.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.43372537,92.11830703,interpolate,,Z1001-1,Ramu-Naikhongchhari
11226,Z1001,5.178,Box Culvert,LRP005a,MODARKHARCHUOP PARA,3.0,B,106314,Ramu-Naikhongchhari Road,5.178,7.4,1992.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.42679572,92.12938893,interpolate,,Z1001-1,Ramu-Naikhongchhari
11227,Z1001,7.057,Slab Culvert,LRP007a,BORSER,2.3,B,106318,Ramu-Naikhongchhari Road,7.057,7.2,1986.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.43244787,92.14824941,interpolate,,Z1001-1,Ramu-Naikhongchhari
11228,Z1001,7.797000000000001,Baily with Steel Deck,LRP007d,Mushkum Bridge,83.28,B,121724,Ramu-Naikhongchhari Road,7.797000000000001,,,,Chittagong,Rangamati,Bandarban,Bandarban-1,21.43343693,92.15274745,interpolate,,Z1001-1,Ramu-Naikhongchhari
11229,Z1001,8.677999999999999,Baily with Steel Deck,LRP008a,Mushkoma Tana Bridge,24.4,B,121725,Ramu-Naikhongchhari Road,8.677999999999999,,,,Chittagong,Rangamati,Bandarban,Bandarban-1,21.43033052,92.16001198,interpolate,,Z1001-1,Ramu-Naikhongchhari
11230,Z1001,9.868,Box Culvert,LRP009d,ADOR BOX CULVERT,3.0,B,106348,Ramu-Naikhongchhari Road,9.868,7.3,1983.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.43019691,92.16769093,interpolate,,Z1001-1,Ramu-Naikhongchhari
11231,Z1001,10.189,Box Culvert,LRP010a,ADOR BOX CULVERT,3.0,B,106353,Ramu-Naikhongchhari Road,10.189,7.3,1984.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.4288922,92.17019778,interpolate,,Z1001-1,Ramu-Naikhongchhari
11232,Z1002,2.733,Truss with Steel Deck,LRP002d,Harbang Bridge,42.2,B,120443,Baraitali-Magnamaghat (Paharchanda) Road,2.733,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8076483,92.05333941,interpolate,,Z1002-1,Baraitali-Yancha (Int.with Z1126)
11233,Z1004,2.0140000000000002,Slab Culvert,LRP001d,BOROUA BAZAR,3.8,B,112583,Janatabaza-Gorokghata Road,2.0140000000000002,7.3,1989.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.71217222,91.92804674,interpolate,,Z1004-1,Janabazar-Gorokghata
11234,Z1004,2.64,Box Culvert,LRP002b,AF GALIA PARA BOX CULVERT,2.0,B,112584,Janatabaza-Gorokghata Road,2.64,6.1,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.70702005,91.926192,interpolate,,Z1004-1,Janabazar-Gorokghata
11235,Z1005,22.479,Box Culvert,LRP023c,HORINDINE,9.3,B,104269,Chiringa (Faisakhali)-Lama-Alikadam Road,22.479,7.4,1987.0,2.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.73832374,92.22606177,interpolate,,Z1005-1,Faishaikhali-Alikadam
11236,Z1005,24.243000000000002,Box Culvert,LRP025a,SHIBATHALI BOX CULVERT,9.4,B,104273,Chiringa (Faisakhali)-Lama-Alikadam Road,24.243000000000002,7.3,1996.0,2.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.72417649,92.23202979999999,interpolate,,Z1005-1,Faishaikhali-Alikadam
11237,Z1005,33.208,Slab Culvert,LRP034a,SONACHARI,2.3,B,104238,Chiringa (Faisakhali)-Lama-Alikadam Road,33.208,11.6,1994.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.67429705,92.28377873,interpolate,,Z1005-1,Faishaikhali-Alikadam
11238,Z1005,33.641999999999996,Slab Culvert,LRP035a,BISMOTI,1.8,B,104257,Chiringa (Faisakhali)-Lama-Alikadam Road,33.641999999999996,9.7,1990.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.671622699999997,92.28662857,interpolate,,Z1005-1,Faishaikhali-Alikadam
11239,Z1005,33.92,Slab Culvert,LRP035c,TARA BORIA,3.0,B,104261,Chiringa (Faisakhali)-Lama-Alikadam Road,33.92,7.4,1998.0,1.0,Chittagong,Rangamati,Bandarban,Bandarban-1,21.67103659,92.28902408,interpolate,,Z1005-1,Faishaikhali-Alikadam
11240,Z1007,2.658,Baily with Steel Deck,LRP002d,Bahadur para Bridge,11.94,B,121489,Aziznagar-Lama (Gazalia) Road,2.658,,,,Chittagong,Rangamati,Bandarban,Bandarban-2,21.89975271,92.08031211,interpolate,,Z1007-1,Aziznagor-Gazalia
11241,Z1008,1.379,Box Culvert,LRP001c,NABIA BAT CULVERT,1.5,B,102401,Chandina-Debidwar Road,1.379,7.3,1998.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.50087784,91.00694348,interpolate,,Z1008-1,Chandina-Debidwar
11242,Z1008,1.6269999999999998,Baily with Steel Deck,LRP001e,NABIYABAT BRIDGE,12.0,B,102418,Chandina-Debidwar Road,1.6269999999999998,4.8,2002.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.50307021,91.00787283,interpolate,,Z1008-1,Chandina-Debidwar
11243,Z1008,2.221,Baily with Steel Deck,LRP002a,NABIABAT BRIDGE,21.3,B,102421,Chandina-Debidwar Road,2.221,4.8,1998.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.50777375,91.01042871,interpolate,,Z1008-1,Chandina-Debidwar
11244,Z1008,2.9819999999999998,Box Culvert,LRP002e,BOSIPUR CULVERT,3.0,B,102407,Chandina-Debidwar Road,2.9819999999999998,7.3,1998.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5141181,91.01090276,interpolate,,Z1008-1,Chandina-Debidwar
11245,Z1008,6.932,Box Culvert,LRP006b,KHURAKHAI BOX CUL VERT,1.5,B,102409,Chandina-Debidwar Road,6.932,7.2,2002.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.545555,91.00182159,interpolate,,Z1008-1,Chandina-Debidwar
11246,Z1008,8.302,RCC Girder Bridge,LRP008b,KHUSKSNDI BRIDGE,10.65,B,102412,Chandina-Debidwar Road,8.302,4.7,1992.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.55452153,90.99878535,interpolate,,Z1008-1,Chandina-Debidwar
11247,Z1008,11.535,Box Culvert,LRP011c,BRRA BOX CULVERT,3.0,B,102422,Chandina-Debidwar Road,11.535,7.2,2002.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.58245912,90.99490845,interpolate,,Z1008-1,Chandina-Debidwar
11248,Z1008,12.161,Box Culvert,LRP012a,BARRA BOX CUL,6.0,B,102425,Chandina-Debidwar Road,12.161,7.2,1987.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.58731774,90.99238263,interpolate,,Z1008-1,Chandina-Debidwar
11249,Z1009,6.55,Steel Beam & RCC Slab,LRP006b,.,12.4,B,118092,Ramu-Faterkul-Maricha Road,6.55,4.0,1995.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.37521888,92.11971098,interpolate,,Z1009-1,Ramu-Maricha
11261,Z1013,1.005,Truss with Steel Deck,LRP001a,Badshaghona Bridge,18.13,B,121537,Tonkabati-Baro Aulia Road,1.005,,,,Chittagong,Rangamati,Bandarban,Bandarban-2,22.00266428,92.23513931,interpolate,,Z1013-1,Tonakabati-Bara Aulia
11262,Z1017,3.0,Box Culvert,LRP003a,.,4.75,B,117280,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,3.0,4.3,1999.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.52388047,90.94493426,interpolate,,Z1017-1,Madhaya-Companiganj
11263,Z1017,4.9,Box Culvert,LRP004a,.,5.35,B,117285,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,4.9,4.42,1975.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.53845698,90.94596131,interpolate,,Z1017-1,Madhaya-Companiganj
11264,Z1017,5.4,Box Culvert,LRP005a,.,4.25,B,117286,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,5.4,4.25,1997.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.54210782,90.94756138,interpolate,,Z1017-1,Madhaya-Companiganj
11265,Z1017,6.61,RCC Girder Bridge,LRP006a,.,9.7,B,117287,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,6.61,4.3,1997.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.54913158,90.94909691,interpolate,,Z1017-1,Madhaya-Companiganj
11266,Z1017,7.4,Box Culvert,LRP007a,.,3.7,B,117288,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,7.4,4.35,1999.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.55433002,90.95004734,interpolate,,Z1017-1,Madhaya-Companiganj
11267,Z1017,7.61,RCC Girder Bridge,LRP007b,.,11.9,B,117289,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,7.61,4.27,1980.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.55457591,90.95190691,interpolate,,Z1017-1,Madhaya-Companiganj
11268,Z1017,9.62,RCC Girder Bridge,LRP009c,Chan Mia Bepari Bridge,8.0,B,120452,Chindina (Madhaya)-Maricha-Chapera-Companiganj (Nabipur) Road,9.62,,,,Comilla,Comilla,Comilla,Gouripur,23.57079596,90.95222192,interpolate,,Z1017-1,Madhaya-Companiganj
11272,Z1022,0.414,Slab Culvert,LRPSc,JALAM CULVERT,0.8,B,106086,Jhalam-Chandina Road,0.414,5.5,1987.0,1.0,Comilla,Comilla,Comilla,Comilla,23.38389934,90.98877438,interpolate,,Z1022-1,Jhalam-Chandina
11273,Z1022,13.068,Box Culvert,LRP014b,MAHARU BOX CULVERT,1.0,B,106111,Jhalam-Chandina Road,13.068,3.7,1982.0,1.0,Comilla,Comilla,Comilla,Comilla,23.484679699999997,91.00368940000001,interpolate,,Z1022-1,Jhalam-Chandina
11274,Z1028,11.307,Slab Culvert,LRP011a,KOSOMI CULVERT,1.3,B,106017,Nimsar-Barura Road,11.307,4.8,1992.0,1.0,Comilla,Comilla,Comilla,Comilla,23.39508997,91.05517572,interpolate,,Z1028-1,Nimsar-Barura
11276,Z1030,0.826,Box Culvert,LRPSb,GOGORGOAN,3.2,B,102449,Feni (Elahiganj)-Rajapur-Koriashmunshi-Daganbhuiyan (Tutali) Road,0.826,3.4,1995.0,1.0,Comilla,Noakhali,Feni,Feni-2,23.02534614,91.35859593,interpolate,,Z1030-1,Elahiganj-Biroli(Int.with Z1444)
11277,Z1030,0.951,Slab Culvert,LRPSc,BOGOI CULVERT,2.0,B,102437,Feni (Elahiganj)-Rajapur-Koriashmunshi-Daganbhuiyan (Tutali) Road,0.951,6.6,2001.0,1.0,Comilla,Noakhali,Feni,Feni-2,23.02468421,91.35822263,interpolate,,Z1030-1,Elahiganj-Biroli(Int.with Z1444)
11278,Z1030,8.316,RCC Girder Bridge,LRP008a,Katakhali Bridge,49.41,B,121176,Feni (Elahiganj)-Rajapur-Koriashmunshi-Daganbhuiyan (Tutali) Road,8.316,,,,Comilla,Noakhali,Feni,Feni-2,23.02201643,91.31230778,interpolate,,Z1030-1,Elahiganj-Biroli(Int.with Z1444)
11294,Z1032,0.07,Box Culvert,LRPSa,CHAGIANIA 1,4.6,B,106723,Chhagalnaiya-Muhuriganj Road,0.07,10.6,1995.0,1.0,Comilla,Noakhali,Feni,Feni-2,23.03873014,91.51474249,interpolate,,Z1032-1,Chhagalnaiya-Santirhat (Int.with Z1134)
11295,Z1032,0.843,Slab Culvert,LRPSc,CHAGAL NAIYA 3,3.0,B,106728,Chhagalnaiya-Muhuriganj Road,0.843,6.75,1965.0,1.0,Comilla,Noakhali,Feni,Feni-2,23.03193671,91.51458649,interpolate,,Z1032-1,Chhagalnaiya-Santirhat (Int.with Z1134)
11296,Z1032,5.24,Steel Beam & RCC Slab,LRP005a,Kuhuma Bridge,12.4,B,121231,Chhagalnaiya-Muhuriganj Road,5.24,,,,Comilla,Noakhali,Feni,Feni-2,22.99379841,91.51774343,interpolate,,Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1)
11297,Z1032,7.513,PC Girder Bridge,LRP007b,koraxi bazar,35.0,B,106843,Chhagalnaiya-Muhuriganj Road,7.513,9.9,2001.0,1.0,Comilla,Noakhali,Feni,Feni-2,22.97445507,91.5134584,interpolate,,Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1)
11298,Z1032,9.273,Box Culvert,LRP009a,DOMURI POL BOX CULVERT,4.7,B,106858,Chhagalnaiya-Muhuriganj Road,9.273,7.3,1985.0,1.0,Comilla,Noakhali,Feni,Feni-2,22.96005642,91.51024239,interpolate,,Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1)
11299,Z1032,9.622,Box Culvert,LRP009b,DOMURI POLE BOX CULVERT,4.7,B,114959,Chhagalnaiya-Muhuriganj Road,9.622,7.3,1985.0,1.0,Comilla,Noakhali,Feni,Feni-2,22.95696767,91.51015148,interpolate,,Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1)
11300,Z1032,10.144,Slab Culvert,LRP010a,MOTHORI GONJ BOX CULVERT,1.5,B,106859,Chhagalnaiya-Muhuriganj Road,10.144,7.3,1997.0,1.0,Comilla,Noakhali,Feni,Feni-2,22.95232188,91.50965507,interpolate,,Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1)
11301,Z1033,2.945,RCC Girder Bridge,LRP002a,BANDUA 1,37.8,B,102731,Feni-Parsuram-Belonia Road,2.945,7.9,1987.0,6.0,Comilla,Noakhali,Feni,Feni-2,23.04979104,91.43034472,interpolate,,Z1033-1,Feni (Polytechnic More)-Fulgazi (Munshirhat) int.with Z1081
11302,Z1033,4.3660000000000005,RCC Girder Bridge,LRP004a,Bagna bridge,24.86,B,121233,Feni-Parsuram-Belonia Road,4.3660000000000005,,,,Comilla,Noakhali,Feni,Feni-2,23.06194591,91.43317241,interpolate,,Z1033-1,Feni (Polytechnic More)-Fulgazi (Munshirhat) int.with Z1081
