Scenario;Object Type;Object Name;Data Source;Category;Data Item;Statistic Type;Average;Minimum;Maximum;Half Width;Standard Deviation
Scenario 3;BridgeNode;LRP207b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP207c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP207d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP208;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP208a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP208d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP209;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP209a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP209b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP209c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP209d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP210;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP210a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP210b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP210d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP211;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP211a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP211b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP211c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP211d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP212;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP212a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP213;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP213a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP213b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP214;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP214a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP215;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP215a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP215b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP216;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP216a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP216b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP217;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP217a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP217b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP217c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP217d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP217e;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP218;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP218a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP218b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP218c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP218d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP218e;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP219;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP219a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP219b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP220;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP220a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP220b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP221;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP221a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP221b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP221c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP222;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP222a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP223;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP223a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP224;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP224a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP224b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP225;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP225a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP226;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP226a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP226b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP227;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP227a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP227b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP227c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP228;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP228a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP229;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP229a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP229b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP230;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP230a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP230b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP230c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP231;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP231a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP231b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP231c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP232;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP232a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP232b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP232c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP232d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP233;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP233a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP234;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP234a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP234b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP235;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP235a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRP235b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRPS;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRPSa;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;BridgeNode;LRPSb;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 3;Model;Model;TotalBrokenBridgesOutput;UserSpecified;OutputValue;FinalValue;0,4;0;1;0,369383053211703;0,516397779494322
Scenario 3;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Average (Hours);5,39999711931189;5,26327419842692;5,88418488276276;0,147806329173075;0,206633356664681
Scenario 3;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Maximum (Hours);5,46311466624997;5,26327419842715;6,26242582304958;0,230158729998873;0,321762073460725
Scenario 3;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Minimum (Hours);5,33848128182545;5,2632741984266;5,51458284453835;0,0716032885504819;0,100101449945968
Scenario 3;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Observations;284,8;265;306;8,62860680295492;12,0627986433958
Scenario 3;Sink;Rome;InputBuffer;Throughput;NumberEntered;Total;284,8;265;306;8,62860680295492;12,0627986433958
Scenario 3;Sink;Rome;InputBuffer;Throughput;NumberExited;Total;284,8;265;306;8,62860680295492;12,0627986433958
Scenario 3;Source;Source1;OutputBuffer;Throughput;NumberEntered;Total;284,9;263;316;11,3923885836114;15,9265676011988
Scenario 3;Source;Source1;OutputBuffer;Throughput;NumberExited;Total;284,9;263;316;11,3923885836114;15,9265676011988
Scenario 3;Source;Source1;Processing;Throughput;NumberEntered;Total;284,9;263;316;11,3923885836114;15,9265676011988
Scenario 3;Source;Source1;Processing;Throughput;NumberExited;Total;284,9;263;316;11,3923885836114;15,9265676011988
Scenario 3;Trucks;Trucks1;[Population];Content;NumberInSystem;Average;64,0593818759436;60,129346019479;70,2769010821456;2,56682113261233;3,58841782728032
Scenario 3;Trucks;Trucks1;[Population];Content;NumberInSystem;Maximum;83;77;87;2,47789685015337;3,46410161513775
Scenario 3;Trucks;Trucks1;[Population];Content;NumberInSystem;Minimum;49,6;42;61;3,78805277682347;5,29570056219613
Scenario 3;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Average (Hours);5,39999711931189;5,26327419842692;5,88418488276276;0,147806329173075;0,206633356664681
Scenario 3;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Maximum (Hours);5,46311466624997;5,26327419842715;6,26242582304958;0,230158729998873;0,321762073460725
Scenario 3;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Minimum (Hours);5,33848128182545;5,2632741984266;5,51458284453835;0,0716032885504819;0,100101449945968
Scenario 3;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Observations;284,8;265;306;8,62860680295492;12,0627986433958
Scenario 3;Trucks;Trucks1;[Population];Throughput;NumberCreated;Total;284,9;263;316;11,3923885836114;15,9265676011988
Scenario 3;Trucks;Trucks1;[Population];Throughput;NumberDestroyed;Total;284,8;265;306;8,62860680295492;12,0627986433958
Scenario 4;BridgeNode;LRP001;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP001a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP002;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP002a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP003;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP004;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP004a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP004b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP005;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP006;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP007;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP007a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP008;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP008a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP008b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP009;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP009a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP010;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP010a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP010b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP010c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP011;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP011a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP011b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP011c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP012;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP012a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP012b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP012c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP013;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP013a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP014;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP014a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP015;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP015a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP016;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP016a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP016b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP016c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP017;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP017a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP017b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP017c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP017d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP018;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP018a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP018b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP018c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP019;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP019a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP019b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP020;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP020a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP020b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP020c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP021;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP021a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP021c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP022;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP022a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP022b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP022c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP022d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP023;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP023a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP023c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP024;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP024a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP025;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP026;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP026a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP026b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP027;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP027a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP028;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP028a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP028b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP028c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP029;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP029a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP029b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP030;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP030a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP030b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP030c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP030d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP031;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP031a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP031b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP031c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP032;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP032a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP032d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP033;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP033a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP033b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP033c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP034;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP034a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP034c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP035;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP035a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP035b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP035c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP036;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP036a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP036c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP037;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP037a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;403,040615369054;0;4030,40615369054;911,677871964799;1274,52633412207
Scenario 4;BridgeNode;LRP038;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP038a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP038b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP038c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP038d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP038e;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP039;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 4;BridgeNode;LRP039a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
