	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
603	Box culvert	LRP242a	Culvert	25.0294716	89.368916	N5	243.08	
604	Km post missing	LRP243	Km Post	25.0341663	89.36833270000001	N5	243.59	
605	Gaibandha 52 km	LRP244	Km Post	25.043083	89.3669993	N5	244.59	
606	Km post missing	LRP245	Km Post	25.0522222	89.3683604	N5	245.59	
607	Box culvert	LRP245a	Culvert	25.0538056	89.3684993	N5	245.61	
608	Panchagarh 246 km	LRP246	Km Post	25.0606944	89.3706382	N5	246.59	
609	Thanks Bogra	LRP246a	Others	25.0670549	89.3723882	N5	247.33	
610	Thanks Bogra	LRP246a	Others	25.0670549	89.3723882	N5	247.33	
611	Km post missing	LRP247	Km Post	25.069166	89.37305490000001	N5	247.59	
612	Start of Bridge	LRP247a	Bridge	25.0732216	89.37508270000001	N5	248.06	
613	End of Bridge	LRP247b	Bridge	25.0733604	89.3751382	N5	248.08	
614	Rangpur 76 km	LRP248	Km Post	25.0777216	89.37691600000001	N5	248.59	
615	Km post missing	LRP249	Km Post	25.0864441	89.37999930000001	N5	249.59	
616	Rangpur 74 km	LRP250	Km Post	25.095138600000002	89.3821104	N5	250.59	
617	Km post missing	LRP251	Km Post	25.0876663	89.3819993	N5	251.59	
618	Rangpur 72 km	LRP252	Km Post	25.112777800000003	89.384333	N5	252.59	
619	Km post missing	LRP253	Km Post	25.1221104	89.386333	N5	254.59	
620	Km post missing	LRP254	Km Post	25.1308604	89.3880552	N5	254.59	
621	Left R585	LRP254a	Side Road, Left	25.136388600000004	89.3872219	N5	255.265	
622	Km post missing	LRP255	Km Post	25.139360800000002	89.38747190000001	N5	255.59	
623	Rangpur 68 km	LRP256	Km Post	25.1481663	89.3888608	N5	256.59	
624	Right Z 5554	LRP256a	Side Road, Right	25.1511111	89.3894441	N5	256.92	
625	Box Culvert	LRP256b	Culvert	25.152777800000003	89.38977740000001	N5	257.106	
626	Km post missing	LRP257	Km Post	25.1573056	89.38888859999999	N5	257.59	
627	Rangpur 66 km	LRP258	Km Post	25.166	89.3886663	N5	258.59	
628	Start of Bridge	LRP258a	Bridge	25.172388199999997	89.389333	N5	259.305	
629	End of Bridge	LRP258b	Bridge	25.173610399999998	89.3889441	N5	259.467	
630	Km post missing	LRP259	Km Post	25.174916	89.38852740000002	N5	259.73	
631	Rangpur 64 km	LRP260	Km Post	25.183833	89.388583	N5	260.59	
632	Start of Bridge	LRP260a	Bridge	25.1846108	89.3886386	N5	260.69	
633	End of Bridge	LRP260b	Bridge	25.1851663	89.3886663	N5	260.73	
634	Start of Bridge	LRP260c	Bridge	25.191777399999996	89.3889441	N5	261.49	
635	End of Bridge	LRP260d	Bridge	25.192138600000003	89.3889441	N5	261.53	
636	Km post missing	LRP261	Km Post	25.1927497	89.38888859999999	N5	261.59	
637	Box Culvert	LRP261a	Culvert	25.2005833	89.3869719	N5	262.513	
638	Rangpur 62 km	LRP262	Km Post	25.2014167	89.386583	N5	262.59	
639	Box Culvert	LRP262a	Culvert	25.2040833	89.3849441	N5	262.933	
640	Km post missing	LRP263	Km Post	25.2085833	89.3805271	N5	263.59	
641	Start of Bridge	LRP263a	Bridge	25.209944399999998	89.37936040000001	N5	263.79	
642	End of Bridge	LRP263b	Bridge	25.2101667	89.3791938	N5	263.824	
643	Box culvert(3 vent)	LRP263c	Culvert	25.2131389	89.37655490000002	N5	264.255	
644	Box culvert(3 Vent)	LRP263d	Culvert	25.2131944	89.37652709999999	N5	264.27	
645	Rangpur 60 km	LRP264	Km Post	25.2160833	89.37547159999998	N5	264.59	
646	Box culvert(2 Vent)	LRP264a	Culvert	25.2243882	89.3731938	N5	265.555	
647	Box culvert (2 Vent)	LRP264b	Culvert	25.2245271	89.3731104	N5	265.57	
648	Km post missing	LRP265	Km Post	25.2251104	89.3728327	N5	265.59	
649	Box Culvert	LRP265a	Culvert	25.227916	89.3710827	N5	266.0	
650	Rangpur 58 km	LRP266	Km Post	25.232249300000003	89.3676382	N5	266.59	
651	Km post missing	LRP267	Km Post	25.240388600000003	89.3636944	N5	267.59	
652	Box Culvert	LRP267a	Culvert	25.2411663	89.3635556	N5	267.67	
653	Start of Bridge	LRP267b	Bridge	25.2474163	89.3631111	N5	268.383	
654	End of Bridge	LRP267c	Bridge	25.2476941	89.36313890000001	N5	268.415	
655	Rangpur 56 km	LRP268	Km Post	25.2494997	89.3631111	N5	268.61	
656	Start of bridge	LRP268a	Bridge	25.2559167	89.36188890000001	N5	269.33099999999996	
657	End of bridge	LRP268b	Bridge	25.2561389	89.3618333	N5	269.365	
658	Km post missing	LRP269	Km Post	25.258277800000002	89.3613611	N5	269.61	
659	Box Culvert	LRP269a	Culvert	25.2633889	89.36013890000001	N5	270.171	
660	Box Culvert	LRP269b	Culvert	25.266305600000003	89.35897220000001	N5	270.51599999999996	
661	Rangpur 54 km	LRP270	Km Post	25.2670271	89.3586667	N5	270.605	
662	Km post missing	LRP271	Km Post	25.275610399999998	89.35511109999999	N5	271.605	
663	Left Z 5852	LRP271a	Side Road, Left	25.2809716	89.3532222	N5	272.255	
664	Right R555	LRP271b	Side Road, Right	25.281249300000002	89.3532222	N5	272.27099999999996	
665	Km post missing	LRP272	Km Post	25.2839997	89.352	N5	272.605	
666	Km post missing	LRP273	Km Post	25.292832999999998	89.3489163	N5	273.605	
667	Rangpur 50 km	LRP274	Km Post	25.3008611	89.3453052	N5	274.605	
668	Km post missing	LRP275	Km Post	25.30925	89.34188859999999	N5	275.605	
669	Box culvert	LRP275a	Culvert	25.3120556	89.3415552	N5	275.907	
670	Box culvert	LRP275b	Culvert	25.3175827	89.3408886	N5	276.543	
671	Rangpur 48 km	LRP276	Km Post	25.3182216	89.34083299999999	N5	276.615	
672	Box culvert	LRP276a	Culvert	25.3228604	89.3402774	N5	277.119	
673	Km post missing	LRP277	Km Post	25.3273604	89.34008299999999	N5	277.615	
674	Start of Bridge	LRP277a	Bridge	25.3292216	89.3406663	N5	277.868	
675	End of Bridge	LRP277b	Bridge	25.329388199999997	89.3407497	N5	277.887	
676	Box culvert	LRP277c	Culvert	25.332416000000002	89.3417497	N5	278.238	
677	Box culvert	LRP277d	Culvert	25.3325271	89.34177740000001	N5	278.249	
678	Rangpur 46 km	LRP278	Km Post	25.335944100000003	89.3424719	N5	278.615	
679	Box Culvert	LRP278a	Culvert	25.3386108	89.342333	N5	278.905	
680	Pipe Culvert	LRP278b	Culvert	25.3408052	89.3421941	N5	279.158	
681	Pipe Culvert	LRP278c	Culvert	25.3421663	89.342083	N5	279.308	
682	Km post missing	LRP279	Km Post	25.3449997	89.3420274	N5	279.615	
683	Box Culvert	LRP279a	Culvert	25.3465552	89.3425552	N5	279.79200000000003	
684	End RHD Gaibandha	LRP279b	Others	25.3495552	89.34194409999999	N5	280.176	
685	Rangpur 44 km	LRP280	Km Post	25.3524444	89.3389997	N5	280.615	
686	Start of Bridge	LRP280a	Bridge	25.3538889	89.3379719	N5	280.806	
687	End of Bridge	LRP280b	Bridge	25.354	89.3378886	N5	280.823	
688	Km post missing	LRP281	Km Post	25.3602222	89.333333	N5	281.615	
689	Pipe Culvert	LRP281a	Culvert	25.3624722	89.331666	N5	281.947	
690	Rangpur 42 km	LRP282	Km Post	25.3683604	89.33022159999999	N5	282.615	
691	Km post missing	LRP283	Km Post	25.3776382	89.3282771	N5	283.615	
692	Km post missing	LRP284	Km Post	25.386471899999997	89.32644379999999	N5	284.615	
693	Km post missing	LRP285	Km Post	25.3951941	89.3249438	N5	285.615	
694	Km post missing	LRP286	Km Post	25.4039722	89.3235827	N5	286.615	
695	Box culvert	LRP286a	Culvert	25.4045	89.3234993	N5	286.672	
696	Start of Bridge	LRP286b	Bridge	25.411305600000002	89.3225271	N5	287.436	
697	End of Bridge	LRP286c	Bridge	25.4114722	89.3224993	N5	287.45599999999996	
698	Km post missing	LRP287	Km Post	25.412805600000002	89.32222159999999	N5	287.615	
699	Box Culvert	LRP287a	Culvert	25.4138889	89.3213327	N5	287.756	
700	Z 5075	LRP287b	Cross Road	25.4173604	89.31613890000001	N5	288.411	
701	Rangpur 36 km	LRP288	Km Post	25.418916	89.3148333	N5	288.615	
702	Z 5074	LRP288a	Side Road, Left	25.4261938	89.31025	N5	289.556	
703	Rangpur 35 km	LRP289	Km Post	25.4266938	89.3098889	N5	289.615	
704	Box Culvert	LRP289a	Culvert	25.4286104	89.3087222	N5	289.849	
705	Box Culvert	LRP289b	Culvert	25.429166	89.30836109999998	N5	289.92900000000003	
706	Km post missing	LRP290	Km Post	25.4348608	89.3047778	N5	290.615	
707	Wazed Mia Toron	LRP290a	Others	25.4412497	89.3004167	N5	291.488	
708	Rangpur 33 km	LRP291	Km Post	25.442444100000003	89.3001667	N5	291.615	
709	Saidpur 74 km	LRP292	Km Post	25.4511944	89.29808299999999	N5	292.615	
710	Rangpur 31 km	LRP293	Km Post	25.460027800000002	89.2963052	N5	293.615	
711	Rangpur 30 km	LRP294	Km Post	25.468943799999998	89.2949441	N5	294.605	
712	Box Culvert	LRP294a	Culvert	25.4695549	89.294833	N5	294.67900000000003	
713	Lalmonirhat 75 km	LRP295	Km Post	25.4778604	89.2936386	N5	295.605	
714	Box Culvert	LRP295a	Culvert	25.4790827	89.2934441	N5	295.742	
715	Rangpur 28 km	LRP296	Km Post	25.486832999999997	89.2922774	N5	296.605	
716	Box Culvert	LRP296a	Culvert	25.491583	89.2915552	N5	297.147	
717	Dinajpur 109 km	LRP297	Km Post	25.4957497	89.29088859999999	N5	297.605	
718	Km post missing	LRP298	Km Post	25.5046111	89.2893886	N5	298.605	
719	Pipe Culvert	LRP298a	Culvert	25.509972199999996	89.28844409999999	N5	299.205	
720	Km post missing	LRP299	Km Post	25.513222199999998	89.2878608	N5	299.605	
721	Thakurgaon 136 km	LRP300	Km Post	25.5225271	89.286333	N5	300.605	
722	Box Culvert	LRP300a	Culvert	25.523416	89.2861941	N5	300.715	
723	Rangpur 23 km	LRP301	Km Post	25.531416	89.28472190000001	N5	301.625	
724	Km post missing	LRP302	Km Post	25.5404163	89.282916	N5	302.625	
725	Rangpur 21 km	LRP303	Km Post	25.5491941	89.2812216	N5	303.625	
726	Tetulia 208 km	LRP304	Km Post	25.5579444	89.2790549	N5	304.625	
727	Box Culvert	LRP304a	Culvert	25.5601944	89.27802709999999	N5	304.89599999999996	
728	Rangpur 19 km	LRP305	Km Post	25.56625	89.2753882	N5	305.625	
729	Rangpur 18 km	LRP306	Km Post	25.575138199999998	89.2744993	N5	306.615	
730	Left R 556	LRP306a	Side Road, Left	25.5802771	89.27333270000001	N5	307.195	
731	Box Culvert	LRP306b	Culvert	25.5820549	89.27311040000001	N5	307.405	
732	Dinajpur 99 km	LRP307	Km Post	25.5839997	89.27272159999998	N5	307.63	
733	Km post missing	LRP308	Km Post	25.5929163	89.2709438	N5	308.63	
734	Rangpur 15 km	LRP309	Km Post	25.6017778	89.2691938	N5	309.63	
735	Box Culvert	LRP309a	Culvert	25.6041111	89.268916	N5	309.894	
736	Panchagarh 162 km	LRP310	Km Post	25.610805600000003	89.26902709999999	N5	310.63	
737	Box Culvert	LRP310a	Culvert	25.6191382	89.2691382	N5	311.562	
738	Saidpur 55 km	LRP311	Km Post	25.6198049	89.269166	N5	311.63	
739	Box Culvert	LRP311a	Culvert	25.6249438	89.2691938	N5	312.18	
740	Thakurgaon 124 km	LRP312	Km Post	25.6288049	89.2692493	N5	312.62	
741	Box Culvert	LRP312a	Culvert	25.6328049	89.26955490000002	N5	313.07	
742	Km post missing	LRP313	Km Post	25.637971899999997	89.27030490000001	N5	313.62	
743	Box Culvert	LRP313a	Culvert	25.641194100000003	89.2707493	N5	314.02	
744	Lalmonirhat 56 km	LRP314	Km Post	25.6467219	89.271916	N5	314.62	
745	Box Culvert	LRP314a	Culvert	25.6472497	89.27205490000001	N5	314.687	
746	Rangpur 9 km	LRP315	Km Post	25.6556389	89.2728882	N5	315.62	
747	Start of Bridge	LRP315a	Bridge	25.66425	89.2731938	N5	316.575	
748	End of Bridge	LRP315b	Bridge	25.664527800000002	89.27322159999999	N5	316.606	
749	Tentulia 116 km	LRP316	Km Post	25.664777800000003	89.273166	N5	316.635	
750	Slab culvert	LRP316a	Culvert	25.671221600000003	89.27372159999999	N5	317.357	
751	Rangpur 7 km	LRP317	Km Post	25.6736938	89.2739716	N5	317.635	
752	Start of Bridge	LRP317a	Bridge	25.6791938	89.27377709999999	N5	318.257	
753	End of Bridge	LRP317b	Bridge	25.6797216	89.2735827	N5	318.421	
754	Kurigram 56 km	LRP318	Km Post	25.6823327	89.2723327	N5	318.635	
755	Rangpur 5 km	LRP319	Km Post	25.690888600000005	89.2687771	N5	319.635	
756	Nilphamari 66 km	LRP320	Km Post	25.699221899999998	89.2653056	N5	320.615	
757	Start of Bridge	LRP320a	Bridge	25.7073611	89.2619167	N5	321.579	
758	End of Bridge	LRP320b	Bridge	25.7075833	89.26186109999999	N5	321.606	
759	Saidpur 47 km	LRP321	Km Post	25.707694399999998	89.26177779999999	N5	321.615	
760	N 517	LRP321a	Side Road, Right	25.7095	89.2609444	N5	321.845	
761	Sahid Smriti Stombho Arjan,Rangpur	LRP321b	Monument	25.7098889	89.2605556	N5	321.902	
762	Dual Carriageway start	LRP321c	Others	25.7098889	89.2605556	N5	321.915	
763	Box Culvert	LRP321d	Culvert	25.7103611	89.2585556	N5	322.124	
764	Km post missing	LRP322	Km Post	25.712194399999998	89.2535833	N5	322.615	
765	Saidpur 49 km	LRP323	Km Post	25.7148889	89.2477219	N5	323.305	
766	Box Culvert	LRP323a	Culvert	25.715166699999997	89.2474163	N5	323.343	
767	Box Culvert	LRP323b	Culvert	25.7180827	89.2451663	N5	323.747	
768	Rail road crossing	LRP323c	Rail Road Crossing	25.722166	89.24252740000001	N5	324.286	
769	Km post missing	LRP324	Km Post	25.7225827	89.242333	N5	324.305	
770	Box culvert	LRP324a	Culvert	25.725027100000002	89.2411108	N5	324.635	
771	Km post missing	LRP325	Km Post	25.730721600000003	89.2384441	N5	325.305	
772	Box culvert	LRP325a	Culvert	25.7359441	89.23597190000001	N5	325.968	
773	Km post missing	LRP326	Km Post	25.7389441	89.2346386	N5	326.305	
774	Z 5025	LRP326a	Side Road, Left	25.7423608	89.23308270000001	N5	326.75	
775	Slab Culvert	LRP326b	Culvert	25.7459997	89.2313604	N5	327.16900000000004	
776	Km post missing	LRP327	Km Post	25.7472497	89.23091600000001	N5	327.305	
777	Box Culvert	LRP327a	Culvert	25.7515	89.23122159999998	N5	327.81	
778	Km post missing	LRP328	Km Post	25.756222199999996	89.2313882	N5	328.305	
779	Box culvert	LRP328a	Culvert	25.76025	89.2313882	N5	328.777	
780	Z 5014	LRP328b	Side Road, Left	25.7604167	89.2313882	N5	328.78	
781	N 517	LRP328c	Side Road, Right	25.764833300000003	89.23133270000001	N5	329.275	
782	Dual Carriageway end	LRP328d	Others	25.766333300000003	89.23047159999999	N5	329.459	
783	Saidpur 36 km	LRP329	Km Post	25.7684438	89.2294438	N5	329.715	
784	Saidpur 35 km	LRP330	Km Post	25.7759438	89.223166	N5	330.795	
785	Box Culvert	LRP330a	Culvert	25.7813049	89.21758270000001	N5	331.634	
786	Box culvert	LRP330b	Culvert	25.7813049	89.21719379999999	N5	331.645	
787	Saidpur 34 km	LRP331	Km Post	25.7818049	89.2167493	N5	331.715	
788	Saidpur 33 km	LRP332	Km Post	25.7878052	89.2094167	N5	332.715	
789	Box culvert (3 Vent)	LRP332a	Culvert	25.7913052	89.2040833	N5	333.37800000000004	
790	Box Culvert (3 Vent)	LRP332b	Culvert	25.7913608	89.2039444	N5	333.392	
791	Dinajpur 75 km	LRP333	Km Post	25.793138600000002	89.2013333	N5	333.715	
792	Saidpur 31 km	LRP334	Km Post	25.798305199999998	89.1931941	N5	334.71	
793	Road to Gangachara (Z5020)	LRP334a	Side Road, Right	25.8006389	89.1895274	N5	335.185	
794	Box Culvert	LRP334b	Culvert	25.801416699999997	89.1873052	N5	335.39599999999996	
795	Start of Bridge	LRP334c	Bridge	25.8016111	89.1851941	N5	335.611	
796	End of Bridge	LRP334d	Bridge	25.8016944	89.18458299999999	N5	335.676	
797	Saidpur 30 km	LRP335	Km Post	25.80175	89.1841941	N5	335.71	
798	Panchagarh 135 km	LRP336	Km Post	25.804222199999998	89.1763049	N5	336.56199999999995	
799	Box Culvert	LRP336a	Culvert	25.805722199999998	89.1696382	N5	337.25699999999995	
800	Dinajpur 71 km	LRP337	Km Post	25.806666699999997	89.16511109999999	N5	337.717	
801	Box Culvert	LRP337a	Culvert	25.807777800000004	89.16019440000001	N5	338.228	
802	Saidpur 27 km	LRP338	Km Post	25.80875	89.1553889	N5	338.717	
803	R 560	LRP338a	Side Road, Right	25.811194399999998	89.1470552	N5	339.60699999999997	
804	Km post broken	LRP339	Km Post	25.8115	89.14588859999999	N5	339.717	
805	Box Culvert	LRP339a	Culvert	25.8116389	89.1361108	N5	340.69699999999995	
806	Saidpur 25 km	LRP340	Km Post	25.8116389	89.1359997	N5	340.717	
807	Box Culvert	LRP340a	Culvert	25.8116389	89.1267216	N5	341.62699999999995	
808	Dinajpur 67 km	LRP341	Km Post	25.8116111	89.1259993	N5	341.707	
809	Box Culvert	LRP341a	Culvert	25.8116111	89.1225271	N5	342.04900000000004	
810	Box Culvert	LRP341b	Culvert	25.8116111	89.1224438	N5	342.061	
811	Saidpur 23 km	LRP342	Km Post	25.8116389	89.1160556	N5	342.707	
812	Start of Bridge	LRP342a	Bridge	25.8116389	89.1111667	N5	343.191	
813	End of Bridge	LRP342b	Bridge	25.8116389	89.11063890000001	N5	343.246	
814	Start of Bridge	LRP342c	Bridge	25.8116111	89.1075556	N5	343.55699999999996	
815	End of Bridge	LRP342d	Bridge	25.8116111	89.1073056	N5	343.585	
816	Saidpur 22 km	LRP343	Km Post	25.8116111	89.1060556	N5	343.707	
817	Box Culvert	LRP343a	Culvert	25.8116389	89.09733299999999	N5	344.583	
818	Saidpur 21 km	LRP344	Km Post	25.811555600000002	89.0961108	N5	344.707	
819	Box culvert	LRP344a	Culvert	25.811555600000002	89.0943608	N5	344.869	
820	Dinajpur 33 km	LRP345	Km Post	25.8115278	89.0861108	N5	345.707	
821	Box Culvert	LRP345a	Culvert	25.8115278	89.0831382	N5	345.983	
822	Saidpur 19 km	LRP346	Km Post	25.8115278	89.0761382	N5	346.68699999999995	
823	Saidpur 18 km	LRP347	Km Post	25.811472199999997	89.0661667	N5	347.68699999999995	
824	Saidpur 17 km	LRP348	Km Post	25.8113889	89.0561944	N5	348.68699999999995	
825	Start of Bridge	LRP348a	Bridge	25.8113611	89.04680520000001	N5	349.63199999999995	
826	End of Bridge	LRP348b	Bridge	25.8113333	89.04547190000001	N5	349.764	
827	Saidpur 14 km	LRP349	Km Post	25.8113333	89.04513859999999	N5	349.79699999999997	
828	Saidpur 15 km	LRP350	Km Post	25.811277800000003	89.0362497	N5	350.68699999999995	
829	Saidpur 14 km	LRP351	Km Post	25.8112222	89.0262771	N5	351.68699999999995	
830	Box Culvert	LRP351a	Culvert	25.8112222	89.0244993	N5	351.85400000000004	
831	Km post missing	LRP352	Km Post	25.811194399999998	89.01572220000001	N5	352.68699999999995	
832	Start of Bridge	LRP352a	Bridge	25.811166699999998	89.0139167	N5	352.91900000000004	
833	End of Bridge	LRP352b	Bridge	25.811166699999998	89.0131944	N5	352.958	
834	Km post missing	LRP353	Km Post	25.8111389	89.0060833	N5	353.68699999999995	
835	Z 5015	LRP353a	Cross Road	25.8111111	89.0061111	N5	353.695	
836	Saidpur 11 km	LRP354	Km Post	25.8110556	88.9963608	N5	354.68699999999995	
837	Start of bridge	LRP354a	Bridge	25.8110278	88.98941629999999	N5	355.381	
838	End of bridge	LRP354b	Bridge	25.8110278	88.9891663	N5	355.401	
839	Saidpur 10 km	LRP355	Km Post	25.8109722	88.986333	N5	355.68699999999995	
840	Saidpur 09 km	LRP356	Km Post	25.8086944	88.9768327	N5	356.68699999999995	
841	Dinajpur 51 km	LRP357	Km Post	25.8038889	88.96838819999999	N5	357.69699999999995	
842	Start of Bridge	LRP357a	Bridge	25.80225	88.9654444	N5	358.05199999999996	
843	End of Bridge	LRP357b	Bridge	25.8022222	88.9653611	N5	358.06199999999995	
844	Start of Bridge	LRP357c	Bridge	25.8013611	88.9640556	N5	358.211	
845	End of Bridge	LRP357d	Bridge	25.8012778	88.96388890000001	N5	358.225	
846	Saidpur 07 km	LRP358	Km Post	25.798971899999998	88.96002779999999	N5	358.69699999999995	
847	Start of Bridge	LRP358a	Bridge	25.7964163	88.95575	N5	359.205	
848	End of Bridge	LRP358b	Bridge	25.7961941	88.95533329999999	N5	359.255	
849	Start RHD Nilphamari	LRP358c	Others	25.7961941	88.95525	N5	359.25699999999995	
850	Start RHD Nilphamari	LRP358c	Others	25.7961941	88.95525	N5	359.25699999999995	
851	Box Culvert	LRP358d	Culvert	25.794138600000004	88.9518056	N5	359.68	
852	Saidpur 6 km	LRP359	Km Post	25.7940552	88.9516667	N5	359.69699999999995	
853	Box Culvert	LRP359a	Culvert	25.7904997	88.9456663	N5	360.42400000000004	
854	Box Culvert	LRP359b	Culvert	25.789694100000002	88.9442497	N5	360.59	
855	Saidpur 5 km	LRP360	Km Post	25.7891386	88.9433052	N5	360.69699999999995	
856	Slab Culvert	LRP360a	Culvert	25.785583	88.9370274	N5	361.441	
857	Dinajpur 47 km	LRP361	Km Post	25.7846108	88.9346386	N5	361.69699999999995	
858	Start of Bridge	LRP361a	Bridge	25.7828882	88.9280549	N5	362.38699999999994	
859	End of Bridge	LRP361b	Bridge	25.7828604	88.9279993	N5	362.401	
860	Saidpur 03 km	LRP362	Km Post	25.7823049	88.9250549	N5	362.69699999999995	
861	Box Culvert	LRP362a	Culvert	25.7811104	88.9194716	N5	363.265	
862	Left N 518	LRP362b	Side Road, Left	25.7808049	88.9161111	N5	363.61699999999996	
863	Dinajpur 45 km	LRP363	Km Post	25.7818049	88.9153611	N5	363.74699999999996	
864	Box Culvert	LRP363a	Culvert	25.7868052	88.9119444	N5	364.615	
865	Dinajpur 44 km	LRP364	Km Post	25.7891663	88.9109722	N5	364.85699999999997	
866	Thakurgaon 73 km	LRP365	Km Post	25.7969719	88.9053889	N5	365.85699999999997	
867	Box Culvert	LRP365a	Culvert	25.8031389	88.9003056	N5	366.724	
868	Dinajpur 42 km	LRP366	Km Post	25.8039444	88.899333	N5	366.86699999999996	
869	Box Culvert	LRP366a	Culvert	25.8061111	88.89663859999999	N5	367.227	
870	Start of Bridge	LRP366b	Bridge	25.807	88.895083	N5	367.42199999999997	
871	End of Bridge	LRP366c	Bridge	25.807	88.8949719	N5	367.43300000000005	
872	Dinajpur 41 km	LRP367	Km Post	25.8070556	88.8910552	N5	367.827	
873	Right -R 570 to Nilphamari	LRP367a	Side Road, Right	25.806388899999998	88.8862497	N5	368.325	
874	Rail road crossing	LRP367b	Rail Road Crossing	25.805722199999998	88.8828604	N5	368.667	
875	Panchagarh 104 km	LRP368	Km Post	25.804000000000002	88.8813604	N5	368.952	
876	Box Culvert	LRP368a	Culvert	25.802916699999997	88.88111040000001	N5	369.064	
877	Dinajpur 39 km	LRP369	Km Post	25.795749700000002	88.87944379999999	N5	369.902	
878	Panchagar 102 km	LRP370	Km Post	25.786583	88.87905490000001	N5	370.93199999999996	
879	Box Culvert	LRP370a	Culvert	25.7828327	88.879166	N5	371.36199999999997	
880	Start of Bridge	LRP370b	Bridge	25.7744438	88.87733270000001	N5	372.33	
881	End of Bridge	LRP370c	Bridge	25.773999300000003	88.87697159999999	N5	372.39599999999996	
882	Banglabandha 153 km	LRP371	Km Post	25.773916	88.8768882	N5	372.412	
883	Left N 518 to Saidpur	LRP371a	Side Road, Left	25.7733882	88.8762771	N5	372.5	
884	End RHD Nilphamari	LRP371b	Others	25.772999300000002	88.8754993	N5	372.56699999999995	
885	End RHD Nilphamari	LRP371b	Others	25.772999300000002	88.8754993	N5	372.56699999999995	
886	Box Culvert	LRP371c	Culvert	25.7716104	88.8696104	N5	373.212	
887	Km post missing	LRP372	Km Post	25.7712493	88.867166	N5	373.412	
888	Box Culvert	LRP372a	Culvert	25.7698604	88.85713890000001	N5	374.452	
889	Dinajpur 33 km	LRP373	Km Post	25.769777100000002	88.85638890000001	N5	374.522	
890	Box Culvert	LRP373a	Culvert	25.7689716	88.8499441	N5	375.18199999999996	
891	Start of bridge	LRP373b	Bridge	25.7688882	88.8496663	N5	375.283	
892	End of Bridge	LRP373c	Bridge	25.7687771	88.8487497	N5	375.3	
893	Box Culvert	LRP373d	Culvert	25.768388199999997	88.84663859999999	N5	375.51199999999994	
894	Km post missing	LRP374	Km Post	25.7683604	88.8465552	N5	375.522	
895	Pipe Culvert	LRP374a	Culvert	25.7677771	88.8438052	N5	375.832	
896	Thakurgaon 60 km	LRP375	Km Post	25.7665556	88.8368886	N5	376.522	
897	Start of Bridge	LRP375a	Bridge	25.7665556	88.83327709999999	N5	376.88599999999997	
898	End of Bridge	LRP375b	Bridge	25.766611100000002	88.8327493	N5	376.941	
899	Km post missing	LRP376	Km Post	25.7672771	88.8266938	N5	377.522	
900	Pipe culvert	LRP376a	Culvert	25.7671938	88.825666	N5	377.684	
901	Box Culvert	LRP376b	Culvert	25.767888199999998	88.8205827	N5	378.162	
902	Km post missing	LRP377	Km Post	25.7684438	88.81705490000002	N5	378.522	
903	Start of Bridge	LRP377a	Bridge	25.7692216	88.8112222	N5	379.12199999999996	
904	End of Bridge	LRP377b	Bridge	25.7692216	88.8110556	N5	379.14	
905	Km post missing	LRP378	Km Post	25.7698604	88.8070556	N5	379.522	
906	Box Culvert	LRP378a	Culvert	25.7707216	88.8031111	N5	379.962	
907	Box Culvert	LRP378b	Culvert	25.771499300000002	88.80075	N5	380.207	
908	Masonry Culvert	LRP378c	Culvert	25.7719716	88.7995274	N5	380.338	
909	Thakurgaon 58 km	LRP379	Km Post	25.772416	88.7979441	N5	380.522	
910	Start of Bridge (P.C Girder)	LRP379a	Bridge	25.7735271	88.79380520000001	N5	380.962	
911	End of Bridge (P.C Girder)	LRP379b	Bridge	25.773638199999997	88.7932497	N5	381.017	
912	Box Culvert	LRP379c	Culvert	25.7737771	88.7911108	N5	381.244	
913	Km post missing	LRP380	Km Post	25.7740271	88.7879441	N5	381.522	
914	Right Z 5005	LRP380a	Side Road, Right	25.774388199999997	88.7844441	N5	381.88199999999995	
915	Dinajpur 28 km	LRP381	Km Post	25.773916	88.7782493	N5	382.51199999999994	
916	Box culvert	LRP381a	Culvert	25.773166	88.773416	N5	383.039	
917	Start of Bridge	LRP381b	Bridge	25.7730271	88.76991600000001	N5	383.366	
918	End of Bridge	LRP381c	Bridge	25.773054899999998	88.76983270000001	N5	383.376	
919	Km post missing	LRP382	Km Post	25.773360399999998	88.76822159999999	N5	383.51199999999994	
920	Start of bridge	LRP382a	Culvert	25.773721600000002	88.7653889	N5	383.85900000000004	
921	End of bridge	LRP382b	Bridge	25.773721600000002	88.76522220000001	N5	383.88	
922	Box culvert	LRP382c	Culvert	25.774166	88.76227779999999	N5	384.18	
923	Pipe Culvert	LRP382d	Culvert	25.7742771	88.7615	N5	384.202	
924	New km post	LRP383	Km Post	25.773999300000003	88.75877779999999	N5	384.51199999999994	
925	Box Culvert	LRP383a	Culvert	25.7736938	88.75702779999999	N5	384.699	
926	Box Culvert	LRP383b	Culvert	25.7734438	88.75236109999999	N5	385.152	
927	Box Culvert	LRP383c	Culvert	25.773360399999998	88.7491663	N5	385.48800000000006	
928	Dinajpur 24 km	LRP384	Km Post	25.7734993	88.7483608	N5	385.56199999999995	
929	Start of Bridge (Baily)	LRP384a	Bridge	25.772471600000003	88.74024969999999	N5	386.50199999999995	
