,Unnamed: 0,Road_Name,Link_No,Link_Name,Start LRP,Start Offset,Start_Chainage,End LRP,End Offset,End_Chainage,Link_Length,Economic_Traffic,No_Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic,Total_A,Total_B,Total_C,Total_D,segment_vulnerability,segment_vulnerability_length
278,341,N5,N5-56,WAPDA More (Int.with R570)-Sonapukur (Int.with N518),LRP367,498,368.325,LRP371,88,372.5,4.175,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,2.0,,,,,,,,,,,,,,,,,4,0,0,0,0.020000000000000004,
279,342,N5,N5-57,"Sonapukur (Int.with N518)-Ranirbandar, Z5005",LRP371,88,372.5,LRP379,1360,381.88199999999995,9.382,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,2.0,,,,,,,,,,,,,,,,,12,1,4,1,0.41125000000000006,
280,343,N5,N5-58,"Ranirbandar, Z5005 -Beldanga, N508",LRP379,1360,381.88199999999995,LRP391,1980,394.462,12.58,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,2.0,,,,,,,,,,,,,,,,,11,1,6,1,0.5012500000000001,
281,344,N5,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)",LRP391,1980,394.462,LRP403,1940,406.43199999999996,11.97,268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0,2.0,,,,,,,,,,,,,,,,,6,1,1,0,0.09375000000000001,
282,345,N5,N5-60,Birganj (Int.with Z5007) - Birganj (Int.with Z5008),LRP403,1940,406.43199999999996,LRP405,640,407.222,0.79,268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,
283,346,N5,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587),LRP405,640,407.222,LRP431,3370,436.05699999999996,28.835,268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0,2.0,,,,,,,,,,,,,,,,,19,1,2,0,0.20625000000000004,
284,347,N5,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003,LRP431,3370,436.05699999999996,LRP453,2125,456.93699999999995,20.88,181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0,2.0,,,,,,,,,,,,,,,,,25,1,1,0,0.18875000000000006,
285,348,N5,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021),LRP453,2125,456.93699999999995,LRP469,70,470.99199999999996,14.055,181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0,2.0,,,,,,,,,,,,,,,,,15,0,0,0,0.07500000000000001,
286,349,N5,N5-64,"Panchgarh Sugar Mill, int. with Z5021-Panchgarh, int. with Z5001",LRP469,70,470.99199999999996,LRP469,930,471.852,0.86,181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,
287,350,N5,N5-65,Panchgarh int. with Z5001- Nizbari int. with Z5060,LRP469,930,471.852,LRP493,537,495.369,23.517,265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0,2.0,,,,,,,,,,,,,,,,,21,2,0,0,0.1375,
288,351,N5,N5-66,"Nizbari, int. with Z5060-Banglabanda",LRP493,537,495.369,LRP524,20,526.033,30.664,265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0,2.135663971,,,,,,,,,,,,,,,,,22,3,1,0,0.20625000000000002,
289,352,N501,N501-1,Diabari More-Birulia (Int.with N511),LRPS,0,0.0,LRP006,660,6.611000000000001,6.611000000000001,42923,2.0,36.0,193.5,971.5,85.0,813.5,893.5,199.5,1003.5,721.5,494.0,82.5,177.5,1.5,5411.5,261.5,5673.0,1,0,0,0,0.005000000000000001,
290,353,N501,N501-2,Birulia (Int.with N511)-Dhour (Int.with N302),LRP006,660,6.611000000000001,LRPE,0,11.942,5.331,42923,2.004126805,35.92587046,193.10155369999998,969.499532,84.82497192,811.8248783,891.660146,199.08919880000002,1001.4336390000001,720.0143205,492.98277800000005,82.33011981,177.1345002,1.4969112690000002,5400.356889,260.9615313,5661.3184200000005,1,0,0,0,0.005000000000000001,
291,354,N502,N502-1,Bogra (Jahangirabad) Int.with N5-Katham (Nandigram) Int.with Z5207,LRPS,0,0.0,LRP020,906,19.936,19.936,26668,2.114616774,14.65986669,330.08345,244.96164339999999,139.0322841,118.69763030000001,105.45646040000001,60.05816353,117.2789335,1139.213511,587.3404654,307.8572005,284.2122542,0.0,2856.782409,592.0694547,3448.8518630000003,4,4,4,0,0.275,
292,355,N502,N502-2,Katham (Nandigram) Int.with Z5207 -Kaigari (Nandigram) Int.with Z5030,LRP020,906,19.936,LRP023,536,22.555999999999997,2.62,26668,2.0,15.5,349.0,259.0,147.0,125.5,111.5,63.5,124.0,1204.5,621.0,325.5,300.5,0.0,3020.5,626.0,3646.5,0,0,0,0,0.0,
293,356,N502,N502-4,Omarpur (Nandigram) Int.with Z5202-Int.with Z5209 (Shingra),LRP026,558,22.555999999999997,LRP040,4670,43.7,18.122,25404,2.04315197,16.15151515,327.92470160000005,234.44168959999996,358.7594123,248.63544539999998,197.2442608,73.41597796,210.45913680000004,605.9265381,295.13223139999997,164.4517906,177.66666669999998,0.0,2568.090909,342.11845730000005,2910.209366,11,6,7,0,0.4850000000000001,
294,357,N502,N502-5,Int.with Z5209 (Shingra)-Dalsarker (Int.with Z5211),LRP040,4670,43.7,LRP055,2120,56.13,12.43,25404,2.1649235719999997,15.24303233,309.47974730000004,221.2549238,338.5800818,234.6503159,186.1497585,69.28651059,198.6213304,571.8446673999999,278.5317726,155.2017837,167.67335559999998,0.0,2423.64214,322.87513939999997,2746.51728,11,0,5,0,0.29250000000000004,
295,358,N502,N502-6,"Dalsarker (Int.with Z5211)-Madrasha more, Natore (Int.with N602)",LRP055,2120,56.13,LRPE,0,63.29,7.16,25404,2.0,16.5,335.0,239.5,366.5,254.0,201.5,75.0,215.0,619.0,301.5,168.0,181.5,0.0,2623.5,349.5,2973.0,8,1,3,0,0.19875000000000004,
296,359,N503,N503-1,Utholi(Int.with N5)-Aricha Road,LRPS,0,0.0,LRPE,0,3.2689999999999997,3.2689999999999997,11681,2.584276537,0.0,139.6909328,64.23461174,45.27379261,45.27379261,162.90826230000002,9.673887311,17.41299716,314.9817708,166.3908617,126.534446,168.3256392,0.0,965.8409091,294.8600852,1260.700994,2,4,1,0,0.12250000000000003,
297,360,N504,N504-1,Nagarbari Ferry Ghat-Kashinathpur,LRPS,0,0.0,LRP004,2986,6.653,6.653,18000,2.643920036,34.79681637,142.2130756,138.05258669999998,55.22103468,95.31301876,61.27265492,2.26935759,17.77663445,776.1202956000001,459.5449119,198.1905628,469.3787948,4.160488914,1782.5803870000002,671.7298465,2454.3102329999997,4,1,0,0,0.036250000000000004,
298,361,N505,N505-1,Baderhat-Kazirhat (Latifpur),LRPS,0,0.0,LRPE,0,4.4,4.4,18000,2.0,46.0,188.0,182.5,73.0,126.0,81.0,3.0,23.5,1026.0,607.5,262.0,620.5,5.5,2356.5,888.0,3244.5,1,0,0,0,0.005000000000000001,
299,362,N506,N506-1,Rangpur (Trimohoni Chattar) Int.with N517-Mahiganj (Int.with Z5010),LRPS,0,0.0,LRP004,220,3.245,3.245,29381,1.881972265,41.97723923,311.90682819999995,409.67660060000003,166.3148846,178.5361061,188.1005404,181.72425090000002,151.4368757,636.5662355000001,984.6053708999999,520.198952,388.9536597,0.0,3250.844932,909.1526117999999,4159.997544,4,1,0,0,0.036250000000000004,
300,363,N506,N506-2,Mahiganj (Int.with Z5010)-Tista (Int.with Z5611),LRP004,220,3.245,LRP024,70,22.94,19.695,28021,2.0,8.5,303.5,385.5,157.0,147.0,177.0,159.5,132.5,599.0,926.5,489.5,366.0,0.0,2996.0,855.5,3851.5,5,11,1,2,0.54125,
301,364,N506,N506-4,Barabari (Int.with N509)-Kurigram,LRP033,1027,22.94,LRPE,0,50.016999999999996,17.113,8640,2.022439081,3.461167293,101.8572089,101.3627564,109.273996,72.68451315,61.8065588,22.74481364,23.23926611,262.5542618,583.9483675,873.6975152000001,202.72551289999998,1.4833574109999998,1342.93291,1077.906385,2420.8392949999998,11,5,1,1,0.32875000000000004,
302,365,N507,N507-1,Hatikamrul (Int.with N5)-Int.with Z5046,LRPS,0,0.0,LRP015,930,15.04,15.04,50109,3.003324468,17.64711091,505.7728581,219.42351119999998,227.4146557,33.9623644,73.25215851,70.58844366,40.28868718,275.6944875,150.8328537,75.24994465,59.26765552,0.0,1614.877131,134.51760019999998,1749.3947309999999,36,0,1,0,0.22750000000000006,
303,366,N507,N507-2,Int.with Z5046-Hamkuria (Int.with R604 and Z6034),LRP015,930,15.04,LRP021,220,20.36,5.32,50109,3.0,17.66666667,506.33333330000005,219.66666669999998,227.66666669999998,34.0,73.33333333,70.66666667,40.33333333,276.0,151.0,75.33333333,59.33333333,0.0,1616.666667,134.66666669999998,1751.3333329999998,11,1,1,0,0.11875000000000002,
304,367,N507,N507-4,Int.with Z5209-Laxmikul (Int.with Z6015),LRP028,930,20.36,LRP043,1130,43.33,15.22,50109,3.0,17.66666667,506.33333330000005,219.66666669999998,227.66666669999998,34.0,73.33333333,70.66666667,40.33333333,276.0,151.0,75.33333333,59.33333333,0.0,1616.666667,134.66666669999998,1751.3333329999998,39,2,1,0,0.275,
305,368,N507,N507-5,Laxmikul (Int.with Z6015)-Banpara,LRP043,1130,43.33,LRP051,0,50.25,6.92,50109,3.0,17.66666667,506.33333330000005,219.66666669999998,227.66666669999998,34.0,73.33333333,70.66666667,40.33333333,276.0,151.0,75.33333333,59.33333333,0.0,1616.666667,134.66666669999998,1751.3333329999998,12,0,0,0,0.06000000000000001,
306,369,N508,N508-1,Beldanga (10 mile)-Dinajpur Govt. College (Int.with R586),LRPS,0,0.0,LRP013,90,12.145,12.145,17996,2.125154385,24.46881054,272.9213483,56.93703991,26.35102673,138.34289040000002,47.52595893,17.41049981,56.46648586,200.45602480000002,168.9289035,313.8595506,174.57555209999998,1.4116621459999998,1009.8089890000001,489.8467648,1499.655754,2,0,0,0,0.010000000000000002,
307,370,N508,N508-2,Dinajpur Govt. College (Int.with R586),LRP013,90,12.145,LRPE,0,15.975,3.83,17996,2.5013054830000003,20.78914405,231.87891439999999,48.37473904,22.38830898,117.53862209999998,40.37891441,14.79227557,47.97494781,170.31106469999997,143.52505219999998,266.66075159999997,148.322547,1.199373695,857.9519832999998,416.1826722,1274.134656,1,0,0,1,0.15000000000000002,
308,371,N509,N509-1,Barobari-Lalmonirhat (Misson More) Int.with Z5901,LRPS,0,0.0,LRP013,50,12.03,12.03,3688,2.039900249,0.0,43.1393643,45.59046455,9.804400978,37.74694377,19.60880196,9.314180928999999,14.21638142,305.8973105,307.3679707,282.8569682,300.01466989999994,0.0,792.6858191,582.8716381,1375.557457,3,3,2,2,0.44875000000000004,
309,372,N509,N509-2,Lalmonirhat (Misson More)Int.with Z5901-Zilla Parishad More (Int.with Z5907),LRP013,50,12.03,LRP013,1825,13.805,1.775,12212,2.0,13.5,125.0,161.0,33.5,63.0,55.5,66.0,43.5,926.5,1169.5,1241.0,673.5,3.5,2657.0,1918.0,4575.0,1,0,0,0,0.005000000000000001,
310,373,N509,N509-4,Barakhata(Int.with R560)-Patgram Bypass (Int.with Z5904),LRP071,2980,13.805,LRP091,1193,90.973,18.003,12212,1.5,18.0,166.66666669999998,214.66666669999998,44.66666667,84.0,74.0,88.0,58.0,1235.333333,1559.333333,1654.666667,898.0,4.666666667,3542.666667,2557.333333,6100.0,18,7,1,8,1.4112500000000001,
311,374,N509,N509-5,Patgram Bypass (Int.with Z5904)- End Patgram Bypass(Int.with Z5904),LRP091,1193,90.973,LRP091,3930,93.71,2.737,1957,1.83576909,0.0,15.79719375,41.94427306,10.34988556,10.89461638,26.69181013,6.536769828,8.715693104,62.09931336,104.04358640000001,205.3635188,278.3574485,0.0,287.07314160000004,483.72096730000004,770.7941089,3,0,0,0,0.015000000000000003,
312,375,N509,N509-6,End Patgram Bypass(Int.with Z5904)-Burimary,LRP091,3930,93.71,LRPE,0,104.69,10.98,1957,1.619581056,0.0,17.90586515,47.5431592,11.73142889,12.34887252,30.25473767,7.409323511,9.879098015,70.38857336,117.93173259999999,232.776247,315.51369289999997,0.0,325.3927909,548.2899398,873.6827307,4,1,1,0,0.08375000000000002,
313,376,N510,N510-1,Bogra Sath Matha More-Bogra St. Road,LRPS,0,0.0,LRPS,2784,2.784,2.784,14427,4.0,0.0,88.75,86.75,35.5,141.0,84.5,46.75,112.0,1527.0,549.75,237.75,296.75,0.0,2672.0,534.5,3206.5,0,0,0,0,0.0,
314,377,N511,N511-1,Mirpur (Birulia)-Ashulia (Yearpur),LRPS,0,0.0,LRPE,0,9.462,9.462,14427,2.0,0.0,177.5,173.5,71.0,282.0,169.0,93.5,224.0,3054.0,1099.5,475.5,593.5,0.0,5344.0,1069.0,6413.0,0,0,0,0,0.0,
315,378,N513,N513-1,Baderhat-Khayerchar,LRPS,0,0.0,LRPE,0,11.88,11.88,7710,2.008417508,7.966471081,38.83654652,164.30846609999998,47.30092205,41.32606873,171.2791282,153.85247280000002,217.5842414,3154.722548,1192.979044,1227.334451,2265.465214,0.0,5190.155909,3492.799665,8682.955574,0,0,0,0,0.0,
316,379,N514,N514-1,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Left),LRPS,0,0.0,LRPS,3770,3.77,3.77,7710,4.0,4.0,19.5,82.5,23.75,20.75,86.0,77.25,109.25,1584.0,599.0,616.25,1137.5,0.0,2606.0,1753.75,4359.75,0,1,0,0,0.01625,
317,381,N514,N514-2R,Bogra Sath Matha More(int.with N510)-Int with N5 (Right),LRPS,3770,3.77,LRPE,0,8.67,4.9,5316,4.0,1.0,11.0,64.0,15.5,15.0,86.0,21.0,87.75,1404.5,571.25,590.25,1182.5,0.0,2277.0,1772.75,4049.75,3,0,0,0,0.015000000000000003,
318,382,N515,N515-1,Shahjahanpur(Int.with N5)-Subgram Bus Stop (Int.with Z5032),LRPS,0,0.0,LRP008,815,8.705,8.705,12407,2.055140724,52.55114589,96.83035215,127.48518729999999,85.15231973,71.52794857,83.69256568,16.05729458,87.09865847,631.1003354,364.9385131,261.29597540000003,282.70570150000003,0.0,1616.4343210000002,544.0016768999999,2160.435998,0,0,0,0,0.0,
319,383,N515,N515-2,Subgram Bus Stop (Int.with Z5032)-Mitaldi (Int.with N5),LRP008,815,8.705,LRPE,0,16.0,7.295,12407,2.0,54.0,99.5,131.0,87.5,73.5,86.0,16.5,89.5,648.5,375.0,268.5,290.5,0.0,1661.0,559.0,2220.0,0,0,0,0,0.0,
320,384,N516,N516-1,SP Office-Int.with R547,LRPS,0,0.0,LRP001,200,1.3,1.3,38287,2.2769230769999997,27.22972973,451.0472973,295.1351351,59.29054054,77.2972973,103.2094595,12.73648649,70.70945946,409.7635135,415.472973,250.3378378,322.3648649,0.0,1921.891892,572.7027027,2494.594595,4,0,0,0,0.020000000000000004,
321,385,N516,N516-2,Int.with R547 - Santahar Bypass,LRP001,200,1.3,LRP008,160,8.0,6.7,38445,3.0089552239999997,2.326388889,410.4414683,152.87698410000002,21.26984127,18.94345238,97.70833333,15.62003968,26.91964286,226.656746,324.0327381,218.6805556,237.9563492,0.0,1296.795635,456.6369048,1753.4325399999998,15,0,1,0,0.12250000000000003,
322,386,N517,N517-1,Rangpur (Modern More)-Int with N506,LRPS,0,0.0,LRPS,805,0.805,0.805,32693,2.0,0.0,438.5,336.5,455.0,262.5,311.5,116.5,242.0,1069.5,741.5,648.0,529.0,0.0,3973.5,1177.0,5150.5,1,0,0,0,0.005000000000000001,
323,387,N517,N517-2,Rangpur(Int.with N506)-Rangpur (Shapla Chattar),LRPS,805,0.805,LRPS,3880,3.88,3.075,32693,2.286178862,0.0,383.6095306,294.3776671,398.04409669999995,229.640825,272.5071124,101.9167852,211.70697009999998,935.6223329,648.6806543,566.8847795,462.7809388,0.0,3476.105974,1029.665718,4505.771693,1,1,1,0,0.06875,
324,388,N517,N517-3R,Rangpur (Shapla Chattar)-Int.with Z5010 (Right),LRPS,3880,3.88,LRPS,5075,5.075,1.195,22039,3.020920502,7.2825484760000005,210.200831,113.87257620000001,168.1606648,86.06648199,87.72160665,38.39889197,69.51523546,386.968144,270.4473684,221.1246537,179.7465374,0.0,1438.634349,400.87119110000003,1839.5055399999999,1,0,0,0,0.005000000000000001,
325,389,N517,N517-4,Int.with Z5010-Rangpur (Medical More) (Left),LRPS,5075,5.075,LRPS,8210,8.21,3.135,22039,4.0,5.5,158.75,86.0,127.0,65.0,66.25,29.0,52.5,292.25,204.25,167.0,135.75,0.0,1086.5,302.75,1389.25,1,0,0,0,0.005000000000000001,
326,391,N518,N518-1,Sutkir More-Sonapukur,LRPS,0,0.0,LRP004,510,4.16,4.16,15161,2.108173077,1.8973774230000002,148.4697834,213.92930440000004,2.846066135,5.692132269,149.4184721,72.57468643,129.9703535,747.5667047000001,795.0011403,1185.860889,1586.207526,0.0,2267.3660210000003,2772.0684149999997,5039.434436,5,1,0,0,0.04125000000000001,
327,392,N519,N519-1,Medical College-Malgram,LRPS,0,0.0,LRPS,2640,2.64,2.64,15161,1.5,2.666666667,208.66666669999998,300.6666667,4.0,8.0,210.0,102.0,182.66666669999998,1050.666667,1117.333333,1666.666667,2229.333333,0.0,3186.666667,3896.0,7082.666667,0,0,0,0,0.0,
328,393,N520,N520-1,"Kawok more, Ullapara-Srikola More(Int.with N5)",LRPS,0,0.0,LRPS,2601,2.6010000000000004,2.6010000000000004,15161,1.650134564,2.424044734,189.6815005,273.3110438,3.6360671019999997,7.272134202999999,190.8935228,92.71971109,166.04706430000002,955.0736252999999,1015.6747439999999,1515.027959,2026.501398,0.0,2896.7334579999997,3541.529357,6438.262815,0,0,0,0,0.0,
329,394,N540,N540-1,Nabinagar(Int.withN5)-Baipail (int.with N302) (Left),LRPS,0,0.0,LRPS,2979,2.9789999999999996,2.9789999999999996,62106.5,4.0,25.375,452.375,216.0,393.75,163.25,199.5,32.25,232.875,451.25,144.875,95.625,176.375,0.0,2311.5,272.0,2583.5,0,0,0,0,0.0,
330,396,N540,N540-2R,Baipail (int.with N302)-Chandra (int.with N4) (Right),LRPS,2979,2.9789999999999996,LRPS,16010,16.01,13.030999999999999,48193,4.021487223,5.221948706,386.6728685,135.0246737,270.5466758,110.1582513,115.6288642,20.14180215,160.63708880000001,113.63955039999999,103.69298149999999,16.66050302,165.8590375,0.0,1421.3647050000002,182.5195405,1603.884245,0,0,0,0,0.0,
331,397,N6,N6-1,Kashinathpur-Chabbismile Biswa Road (Int. with Z6028),LRPS,0,0.0,LRP006,800,6.79,6.79,12451,2.050073638,46.82758621,122.4346264,100.4841954,179.01795980000003,69.75359195,203.8951149,20.97485632,61.4612069,579.003592,401.9367816,209.2607759,259.0150862,0.975574713,1785.789511,469.25143679999996,2255.040948,1,0,1,0,0.052500000000000005,
332,398,N6,N6-2,Chabbismile Biswa Road (Int. with Z6028)-Chinakhora (Int. with Z6017),LRP006,800,6.79,LRP012,90,12.06,5.27,12451,2.022770398,47.45966229,124.08724199999999,101.8405253,181.434334,70.69512195,206.6472795,21.25797373,62.29080675,586.8189493,407.3621013,212.0853659,262.511257,0.9887429640000001,1809.893996,475.5853659,2285.479362,1,0,0,0,0.005000000000000001,
333,399,N6,N6-4,Madhpur(Int. with Z6026)-Atikula (Int. with Z6030),LRP021,1627,12.06,LRP024,1548,25.524,2.915,23660,2.171526587,14.27567141,299.328594,186.5047393,188.807267,128.0205371,192.03080569999997,108.6793049,165.321485,723.4541864,424.12559239999996,384.06161139999995,301.1706161,0.0,2430.548183,685.2322275,3115.7804109999997,7,0,0,0,0.035,
334,400,N6,N6-5,Atikula(Int. with Z6030)-Pabna (Central Bus Terminal) (Int.with N604),LRP024,1548,25.524,LRP041,820,41.755,16.230999999999998,23660,2.030805249,15.26488077,320.0700807,199.4282811,201.89035859999998,136.8915114,205.33726719999999,116.2100601,176.77716759999998,773.5847643,453.5146836,410.67453430000006,322.0397427,0.0,2598.969055,732.7142769999999,3331.683332,8,0,0,0,0.04000000000000001,
335,401,N6,N6-6,Pabna (Int.with N604)-Gaspara (Int.with N604),LRP041,820,41.755,LRP045,1320,46.269,4.513999999999999,23660,2.026583961,15.29667687,320.7367731,199.8436817,202.3108876,137.17665060000002,205.764976,116.4521207,177.145387,775.1961084,454.45933539999993,411.52995189999996,322.7105378,0.0,2604.382597,734.2404897000001,3338.623087,3,0,0,0,0.015000000000000003,
336,402,N6,N6-7,Pabna (Int.with N604)-Gaspara (Int.with N604),LRP045,1320,46.269,LRP050,1410,51.339,5.07,23660,2.0394477319999997,15.20019342,318.7137331,198.58317209999998,201.03481619999997,136.31141200000002,204.467118,115.71760149999999,176.02804640000002,770.3065763999999,451.5928433,408.934236,320.6750484,0.0,2587.955513,729.6092842999999,3317.564797,7,0,0,0,0.035,
337,403,N6,N6-8,Tebunia (int.with R604)-Dasuria (Int.with N704),LRP050,1410,51.339,LRP060,1100,61.306000000000004,9.967,22512,2.0,19.5,279.0,231.0,162.5,54.0,169.5,90.5,100.5,1028.5,644.5,277.5,245.5,0.0,2779.5,523.0,3302.5,6,0,0,0,0.030000000000000006,
338,404,N6,N6-9,Dasuria (Int.with N704)-Kadamchilan (Int.with Z6022),LRP060,1100,61.306000000000004,LRP078,520,78.624,17.317999999999998,22512,2.098625707,18.58359014,265.8882897,220.14406780000004,154.86325119999998,51.46224961,161.5342835,86.24691834,95.77696456,980.1652542000002,614.2114792,264.45878270000003,233.96263480000002,0.0,2648.8763480000002,498.4214176,3147.297766,17,1,0,0,0.10125000000000002,
339,405,N6,N6-10,Kadamchilan (Int.with Z6022)-Banpara (Int.with Z6014),LRP078,520,78.624,LRP083,300,83.42399999999999,4.8,52937,2.0,18.0,716.5,501.0,403.0,244.0,243.5,57.5,122.0,609.5,556.0,468.5,837.0,0.0,3471.0,1305.5,4776.5,3,0,0,0,0.015000000000000003,
340,406,N6,N6-11,Banpara (Int.with Z6014)-Banpara (Int.with N507),LRP083,300,83.42399999999999,LRP084,700,84.844,1.42,52937,2.225352113,16.17721519,643.943038,450.2658228,362.18987339999995,219.2911392,218.8417722,51.67721519,109.6455696,547.7784809999999,499.6962025,421.056962,752.2405062999999,0.0,3119.506329,1173.297468,4292.803797,1,0,0,0,0.005000000000000001,
341,407,N6,N6-12,Banpara (Int.with N507)-Ahmedpur (Int. with Z6015),LRP084,700,84.844,LRP089,490,90.064,5.22,52937,2.091954023,17.20879121,685.0054945,478.97802199999995,385.2857143,233.2747253,232.79670330000002,54.97252747,116.63736259999999,582.7087912000001,531.5604396000001,447.90659339999996,800.2087912000001,0.0,3318.428571,1248.115385,4566.543956,3,0,0,0,0.015000000000000003,
342,408,N6,N6-13,Ahmedpur (Int. with Z6015)-Harishpur (Int.with N602 ),LRP089,490,90.064,LRP099,1380,100.64399999999999,10.58,75167,3.005671078,94.82075472,633.8018868,394.9201258,181.65660380000003,261.8383648,100.809434,20.29496855,45.58050314,567.2610063,444.1603774,377.61949689999994,330.0427673,0.665408805,2745.144025,708.327673,3453.471698,7,0,1,1,0.22750000000000004,
343,409,N6,N6-14,Harishpur (Int.with N602 )-Bus Stand(Int.with N602),LRP099,1380,100.64399999999999,LRP105,990,106.274,5.63,75668,2.06749556,137.8479381,927.6924399000001,579.4450172,266.9896907,385.00687289999996,146.0704467,29.50429553,83.67611684,913.6658076,663.604811,551.8754296,479.8075601,0.48367697600000004,4133.503436,1032.166667,5165.670103,8,1,0,0,0.05625000000000001,
